genus,english_vernacular,chinese_vernacular,kimi_label,success,error
Armadillidium,common pill-bug; slater; common pillbug; nosy pillbug; southern pill woodlouse; common pill woodlouse; nosy pill-bug; roly-poly; potato bug; clown isopod; clown roly-poly; zebra isopod; zebra pillbug; doodle bug; insular pill woodlouse; granulated pill woodlouse; werner's pill woodlouse; attican pill woodlouse; corfu's pill woodlouse; ameglio's pill woodlouse; white pill woodlouse; pallas's pill woodlouse; opaque pill woodlouse; painted pill woodlouse; peracca's pill woodlouse; beautiful pill woodlouse; simon's pill woodlouse; speyer's pill woodlouse; versicolored pill woodlouse; nosy pill woodlouse; marmorated pill woodlouse; gestro's pill woodlouse; fallacious pill woodlouse; tiger pill woodlouse; zencker's pill woodlouse; aegean pill woodlouse; anconan pill woodlouse; arcadian pill woodlouse; argolic pill woodlouse; arta pill woodlouse; epirotican pill woodlouse; mount giona pill woodlouse; mount pangaion pill woodlouse; mount xerovouni pill woodlouse; mount pelion pill woodlouse; false common pill woodlouse; beier's pill woodlouse; bense's pill woodlouse; bicurved pill woodlouse; kefalonian pill woodlouse; cytherean pill woodlouse; digging pill woodlouse; border-faced pill woodlouse; triangle-faced pill woodlouse; ghar dalam cave pill woodlouse; grimm's pill woodlouse; hausen's pill woodlouse; moistened pill woodlouse; ioannina pill woodlouse; jerrentrup's pill woodlouse; ionian pill woodlouse; just's pill woodlouse; kalamatan pill woodlouse; kalamos island pill woodlouse; kuehnelt's pill woodlouse; laconian pill woodlouse; spartan pill woodlouse; bladed pill woodlouse; lymberakis's pill woodlouse; mani peninsula pill woodlouse; messinian pill woodlouse; meteora monasteries pill woodlouse; peloponnesian pill woodlouse; petralona pill woodlouse; mount falakro pill woodlouse; pieper's pill woodlouse; sfenthourakis's pill woodlouse; similar pill woodlouse; aitoliko pill woodlouse; stymphalian pill woodlouse; tripolian pill woodlouse; bumped pill woodlouse; versluys's pill woodlouse; mount parnassus pill woodlouse; bay-colored pill woodlouse; cleaved pill woodlouse; pillbugs; leg peggle; pill woodlouse; beach pill woodlouse; lesser armadillo pill woodlice; euro-mediterranean pill woodlice; lanza's pill woodlouse; decorated pill woodlouse; five-spotted pill woodlouse; sordid pill woodlouse; valonese pill woodlouse; tabacaru's pill woodlouse; calabrian nosy pill woodlouse; arcangeli's pill woodlouse; stone-roving pill woodlouse; traian's pill woodlouse; serrated pill woodlouse; stagno's pill woodlouse; furcated pill woodlouse; silvestri's pill woodlouse; corfu pill woodlouse; sicilian hairy pill woodlouse; ruffo's pill woodlouse; sandstone pill woodlouse,卷甲虫属; 寻常卷甲虫; 尋常球鼠婦; 斑纹卷甲虫; 斑马鼠妇; 斯洛文尼亚卷甲虫; 方鼻卷甲虫; 普通卷甲虫; 球鼠妇; 球鼠妇属; 球鼠婦屬; 西瓜虫,Millipedes,True,
Billaea,none,蓖寄蝇属; 蓖寄蠅屬; 角斑篦寄蝇,Flies,True,
Chilo,rice stalk borer moth; sugar cane spotted borer; wainscot veneer; sorghum stem borer; spotted stem borer; asiatic rice borer,二化螟; 甘蔗条螟; 禾草螟属; 禾草螟屬; 苇禾草螟,Moths,True,
Chrysoesthia,spinach moth; orache leafminer moth; goosefoot leafminer moth; flame crest; six-spot crest,六斑彩麦蛾; 彩麦蛾属; 藜彩麦蛾,Moths,True,
Cnesteboda,none,圆角卷蛾,Moths,True,
Coscinia,speckled footman,筛灯蛾; 筛灯蛾属,Moths,True,
Aides,dyson's silverpatch,none,Butterflies,True,
Alnetoidia,none,单突杨小叶蝉; 杨小叶蝉属,Leafhoppers,True,
Aphaenogaster,collared ants; pitch-black collared ant; tawny collared ant; mary's collared ant; rough collared ant; tennessee collared ant; winnow ant; tennessee thread-waisted ant; spine-waisted ants; thread-waisted ants; funnel ant; treat's collared ant; treat's aphaenogaster; ashmead's collared ant; western collared ant; florida collared ant; texas collared ant; chares' collared ant; jolanta's collared ant; sporades collared ant; balkan collared ant; festa's collared ant; simonelli's collared ant; cecconi's collared ant; carolina collared ant; fleming's collared ant; desert funnel ant; deep south collared ant; notched collared ant; sardoa-group collared ants; phalangium-complex collared ants; swammerdami-group collared ants; crocea-group collared ants; fulva-rudis-texana-complex collared ants; subterranea-group collared ants; gibbosa-group collared ants; graeca-group collared ants; pallida-group collared ants; boulder collared ant; finzi's collared ant; eastern spine-waisted ant; a10,​德州盘腹蚁; 伊比利亚盘腹蚁; 光滑長腳家蟻; 刺盘腹蚁; 地栖盘腹蚁; 大吉盘腹蚁; 大林長腳家蟻; 大眼盘腹蚁; 家盘腹蚁; 层刻盘腹蚁; 撒丁盘腹蚁; 撒丁盘腹蚁 复合群; 日本盘腹蚁; 温雅盘腹蚁; 漆黑盘腹蚁; 特氏盘腹蚁; 田纳西盘腹蚁; 白毛盘腹蚁; 盘腹蚁属; 盤腹蟻屬; 粗糙盘腹蚁; 美西盘腹蚁; 費氏盤腹蟻; 费氏盘腹蚁; 長腳家蟻; 长头盘腹蚁; 隆胸盘腹蚁; 雕刻盘腹蚁; 雕刻盤腹蟻; 须颈盘腹蚁; 高桥盘腹蚁; 高橋長腳家蟻; 黄褐盘腹蚁; 黄褐盘腹蚁 复合群,Ants,True,
Araniella,six-spotted orbweaver; cucumber green spider; cucumber spiders; common cucumber spider,八木氏痣蛛; 八木沼氏痣蛛; 八痣蛛; 六痣蛛; 暗痣蛛; 痣蛛属; 痣蛛屬,Spiders,True,
Ascia,great southern white; great caribbean white,纯粉蝶,Butterflies,True,
Austrocidaria,dark coprosma carpet; green coprosma carpet; barred coprosma carpet; mountain coprosma carpet,none,Moths,True,
Baridinae,none,船象亚科; 船象亞科,Beetles,True,
Barynotus,ground weevil,none,Beetles,True,
Basiprionota,none,中华锯龟甲; 六星狭锯龟甲; 北锯龟甲; 双斑锯龟甲; 台湾锯龟甲; 大锯龟甲; 大黃龜金花蟲; 拱边锯龟甲; 泡桐龟甲; 粗盘锯龟甲; 老街锯龟甲; 锯龟甲属; 黑盘锯龟甲,Beetles,True,
Stilpnia,scrub tanager; silvery tanager; chestnut-backed tanager; sira tanager; black-backed tanager; masked tanager; green-capped tanager; golden-hooded tanager; black-capped tanager; black-headed tanager; blue-necked tanager; lesser antillean tanager; burnished-buff tanager; green-throated tanager; lesser antillean tanager (st. vincent); stilpnia tanagers; hooded tangaras; stilpnia tangaras; silver-backed tanager; straw-backed tanager; lesser antillean tanager (grenada),亮黄唐加拉雀; 希拉唐加拉雀; 朱顶唐加拉雀; 栗背唐加拉雀; 栗顶唐加拉雀; 绿喉唐加拉雀; 绿顶唐加拉雀; 花脸唐加拉雀; 蓝颈唐加拉雀; 金头唐加拉雀; 银背唐加拉雀; 黑头唐加拉雀; 黑背唐加拉雀; 黑顶唐加拉雀,Birds,True,
Tetrastichus,none,啮小蜂属,Wasps,True,
Trichogramma,minute egg parasite chalcid wasp,赤眼蜂属; 赤眼蜂屬,Wasps,True,
Trichopteryx,barred tooth-striped; early tooth-striped,傲毛翅尺蛾; 双斑毛翅尺蛾; 明毛翅尺蛾; 暗Y紋波尺蛾; 柳毛翅尺蛾; 毛翅尺蛾属; 淡Y紋波尺蛾; 溪毛翅尺蛾; 灰毛翅尺蛾; 蕾毛翅尺蛾; 陆毛翅尺蛾; 陸毛翅尺蛾; 饰毛翅尺蛾,Moths,True,
Udara,green hawaiian blue; hawaiian blue; koa blue; blackburn's blue; white hedge blue; bicoloured hedge blue; narrow-bordered hedge blue; albocerulean; cyma hedge blue; ceylon hedge blue; pale hedge blue; koa butterfly; delicate blue; blackburn butterfly; singalese hedge blue,圆斑妩灰蝶; 圓斑嫵灰蝶; 夏威夷妩灰蝶; 妩灰蝶属; 嫵灰蝶屬; 珍貴嫵灰蝶; 珍贵妩灰蝶; 白斑妩灰蝶; 白斑嫵灰蝶; 達邦琉璃小灰蝶; 錫蘭嫵琉灰蝶,Butterflies,True,
Acanalonia,two-striped planthopper; green cone-headed planthopper,none,Planthoppers,True,
Aguna,gold-spotted aguna; tailed aguna; long-tailed aguna; emerald aguna; stoll's aguna; hewitson's aguna; ganna aguna; panamanian aguna; white-striped aguna; austin's aguna; mcguire's aguna; jamaican gold-spotted aguna; gold-spotted aguna (cuban/hispaniolan),none,Butterflies,True,
Amauris,layman; friar; novice; madagascan friar; chief; comoro friar; mauritian friar; dusky danaid; scarce monk; black friar; monk; dusky friar; small monk; clerics; novice friar; southern layman; eastern layman; southern chief; priest; southern friar,大白窗斑蝶; 窗斑蝶属,Butterflies,True,
Amblopala,chinese hairstreak,丫灰蝶; 丫灰蝶属; 歪紋小灰蝶,Butterflies,True,
Angerona,orange moth,李尺蛾,Moths,True,
Antianthe,solanaceous treehopper,茄角蝉; 茄角蝉属,Treehoppers,True,
Archiearis,infant moth; orange underwing,珠角原尺蛾,Moths,True,
Astylus,spotted maize beetle,none,Beetles,True,
Augastes,hooded visorbearer; hyacinth visorbearer; visorbearers,妆脸蜂鸟,Birds,True,
Pseudaeolesthes,none,伪闪光天牛属; 金绒天牛,Beetles,True,
Sedina,blair's wainscot,none,Moths,True,
Sidnia,australian crop mirid,none,Bugs,True,
Hammaptera,hammaptera moth; mossy carpet,none,Moths,True,
Heliocheilus,spotted straw moth; paradoxical grass moth,none,Moths,True,
Hemiceras,sabis prominent,none,Moths,True,
Iteomyia,willow leaf gall midge,none,Flies,True,
Lampornis,amethyst-throated hummingbird; blue-throated hummingbird; white-throated mountain-gem; green-throated mountain-gem; white-bellied mountain-gem; purple-throated mountain-gem; green-breasted mountain-gem; blue-throated mountaingem; mountain-gems; grey-tailed mountain-gem; blue-throated mountain-gem; amethyst-throated mountain-gem; amethyst-throated mountaingem; mountaingems; amethyst-throated mountain-gem (violet-throated); white-throated mountain-gem (blue-tailed); white-throated mountain-gem (gray-tailed); arizona blue-throated hummingbird; texas blue-throated hummingbird,宝石蜂鸟属; 白喉宝石蜂鸟; 白腹宝石蜂鸟; 紫喉宝石蜂鸟; 绿喉宝石蜂鸟; 绿胸宝石蜂鸟; 蓝喉宝石蜂鸟; 辉紫喉宝石蜂鸟,Birds,True,
Latrodectus,western black widow; brown widow; northern black widow; southern black widow; southern black widow spider; widow spiders; redback spider; european black widow; mediterranean black widow; steppe spider; katipō; widows; red widow; galápagos black widow; galapagos black widow; black buttons; button spiders; east coast button spider; karoo button spider; inland black button; brown button; madagascan black widow; malagasy black widow; madagascar black widow; florida red widow; red-legged widow; cherry spider; red hourglasses; brown button spider; zimbabwe button spider; rhodesian widow; brown widow spider; mediterranean black widow spider; brown buttonspider; magnificent button spider; phinda button spider; white widow spider; katipo; south american black widow; west coast button spider; chilean redback spider; western black widow spider; dahl's black widow; east coast button; cape button; karoo button; gauteng button; zimbabwean button; red-back spider,優美寡婦蛛; 几何寇蛛; 北部寇蛛; 北部黑寡妇蜘蛛; 华美寇蛛; 南部黑寡妇蜘蛛; 印度赤背蜘蛛; 寇蛛属; 寇蛛屬; 屠戮寇蛛; 幾何寇蛛、棕色寡婦蛛; 新西兰寇蛛; 新西兰黑寡妇蜘蛛; 昏寇蛛; 棕寡妇蜘蛛; 澳洲黑寡妇蜘蛛; 红寇蛛; 红寡妇蜘蛛; 红斑寇蛛; 红背寇蛛; 西部黑寡妇蜘蛛; 赤背寡妇蛛; 赤背寡婦蛛; 赤背蛛; 间斑寇蛛; 黑寡妇,Spiders,True,
Leprus,saussure's blue-winged grasshopper; wheeler's blue-winged grasshopper; cockerell's blue-winged grasshopper,none,Grasshoppers,True,
Madoryx,false-windowed sphinx,none,Moths,True,
Massilieurodes,rhododendron whitefly,none,Flies,True,
Neocicindela,common tiger beetle; new zealand common tiger beetle; garner’s tiger beetle; parry’s tiger beetle; spiller’s tiger beetle; dunedin tiger beetle; waiouru tiger beetle; tuberculate tiger beetle; wide-banded tiger beetle,none,Beetles,True,
Aleurothrixus,woolly whitefly,棉絮粉蝨; 绵粉虱,Flies,True,
Amblytropidia,brown winter grasshopper,none,Grasshoppers,True,
Ambrosiodmus,punky wood ambrosia beetle,小粗胸小蠹; 瘤胸材小蠹; 粗胸小蠹属,Beetles,True,
Apodynerus,none,八重窄腰蜾蠃; 台湾短触蜾蠃; 台灣短觸蜾鸁; 末微蜾蠃屬; 短触蜾蠃属; 臺灣窄腰蜾蠃; 黃斑末微蜾蠃; 黃腹末微蜾蠃,Wasps,True,
Archilochus,ruby-throated hummingbird; black-chinned hummingbird; ruby-throated and black-chinned hummingbirds; ruby-throated/black-chinned hummingbirds; ruby-throated humming bird; black-chinned hummingbirds; black-chinned bee hummingbirds; ruby-throated × black-chinned hummingbird,红喉北蜂鸟; 黑颏北蜂鸟,Birds,True,
Attalus,red-sutured attalus; black-shouldered attalus; yellow-margined attalus,阿拟花萤属,Beetles,True,
Blenina,lichen square,枫杨癣皮夜蛾; 柿癣皮夜蛾; 柿癣皮瘤蛾; 柿癬皮夜蛾; 柿癬皮瘤蛾 (柿癬皮夜蛾); 楓楊癬皮夜蛾; 楓楊癬皮瘤蛾; 癣皮夜蛾属; 癬皮瘤蛾屬; 绿癣皮夜蛾,Moths,True,
Osphya,variable false darkling beetle,none,Beetles,True,
Pantherodes,blotched leopard moth; leopard moths,none,Moths,True,
Peridea,oval-based prominent moth; chocolate prominent; angulose prominent moth; great prominent; angulose prominent; oval-based prominent; bordelon’s prominent; angulose prominent and allies; chocolate birch prominents,侧带内斑舟蛾; 内斑舟蛾属; 分内斑舟蛾; 卡内斑舟蛾; 厄内斑舟蛾; 扇内斑舟蛾; 星内斑舟蛾; 濛內斑舟蛾; 赭小內斑舟蛾; 锡金内斑舟蛾,Moths,True,
Phocarctos,new zealand sea lion; hooker's sealion; hooker's sea lion; new zealand sealion; new zealand sea lions,新西兰海狮; 新西蘭海獅; 胡氏海狮属,Mammals,True,
Plateumaris,bog reed beetle; jewel reed beetle; dubious spade beetle; red aquatic leaf beetle; spade reed beetles; gold reed beetle; ball's reed beetle; frost's reed beetle; flavous-footed reed beetle; germar's reed beetle; fulvous-footed reed beetle; metallic reed beetle; long-necked reed beetle; lustrous reed beetle; robust reed beetle; schaeffer's reed beetle; shoemaker's reed beetle; little reed beetle,none,Beetles,True,
Pleromelloida,ashy pleromelloida moth,none,Moths,True,
Orthops,kalm's plant bug; carrot plant bug,东亚奥盲蝽; 奥盲蝽属,Bugs,True,
Ozarba,aerial brown moth; aerial brown; green ozarba; nebula brown; catalina brown; pale barred ozarba; pinkeye ozarba; variable ozarba; rusty ozarba; pool ozarba; orane-underwing ozarba; creamline ozarba; black-underwing ozarba; partitioned ozarba,弱夜蛾; 弱夜蛾属; 棕褐疤夜蛾; 红褐弱夜蛾; 迷弱夜蛾,Moths,True,
Pelagodes,none,亚海绿尺蛾; 亞海綠尺蛾; 副海綠尺蛾 綠翠尺蛾; 圣海绿尺蛾; 樟翠尺蛾; 海綠尺蛾屬; 海绿尺蛾; 海绿尺蛾属; 經海綠尺蛾; 绿额翠尺蛾,Moths,True,
Pepsis,milde's tarantula-hawk wasp; elegant tarantula-hawk wasp; new world tarantula-hawk wasps; mexican tarantula-hawk wasp; thisbe's tarantula-hawk wasp; tarantula hawk; caribbean orange-horned tarantula hawk,溝蛛蜂屬; 米氏沟蛛蜂; 米氏溝蛛蜂,Wasps,True,
Phylloteras,urn gall wasp; conical oak gall wasp,蚁瘿蜂属; 蟻癭蜂屬,Wasps,True,
Preussia,none,none,Fungi,True,
Propylea,fourteen-spotted ladybug; 14-spotted ladybird beetle; fourteen-spotted lady beetle; 14-spot ladybird beetle; turtle vein ladybug; p14; checkerspot ladybeetle; fourteen-spotted ladybird; 14-spotted lady beetle; 14-spot ladybird; turtle vein lady beetle,方斑瓢虫; 西南龟瓢虫; 黃寶盤瓢蟲; 黃寶龜瓢蟲; 黄室龟瓢虫; 龜紋瓢蟲; 龟纹瓢虫; 龟纹瓢虫属,Beetles,True,
Protogygia,querula dart; lagena dart,none,Moths,True,
Pseudatomoscelis,cotton fleahopper,none,Bugs,True,
Pseudobryomima,mossy pseudobryomima moth,none,Moths,True,
Pseudobunaea,cat's-paw emperor; natal emperor,none,Moths,True,
Abantis,paradise skipper; elegant paradise skipper; paradise skippers; tricoloured paradise skipper; bampton’s paradise skipper; berger’s paradise skipper; bicoloured paradise skipper; bismarck’s paradise skipper; contiguous paradise skipper; djah paradise skipper; streaked paradise skipper; lucretia’s paradise skipper; meru paradise skipper; nigerian paradise skipper; beige paradise skipper; russet paradise skipper; ghana paradise skipper; spotted paradise skipper; veined paradise skipper; zambezi paradise skipper; efulen paradise skipper; ruspinoid paradise skipper; irumu paradise skipper; ituri paradise skipper; ethiopian paradise skipper; plain paradise skipper; buff-tipped skippers; buff-tipped skipper; western ragged skipper; kavango ragged skipper; ragged skipper; white-cloaked skipper; tanzanian white-cloaked skipper; kenyan white-cloaked skipper; white-cloaked skippers,none,Butterflies,True,
Acanthocephala,giant agave bug; florida leaf-footed bug; giant leaf-footed bug; spine-headed bugs,棘头动物门; 棘頭動物門; 鉤頭動物門,Bugs,True,
Achlyodes,giant sicklewing,none,Butterflies,True,
Agallia,constricted leafhopper; four-spotted clover leafhopper,none,Leafhoppers,True,
Anachloris,golden grass carpet; australasian yellow,none,Moths,True,
Anaphe,banded bagnest; reticulate bagnest,none,Moths,True,
Asteromyia,matchweed stem gout; carbonifera goldenrod gall midge; euthamia leaf gall midge; goldenrod leaf gall midge,none,Flies,True,
Atheta,vexing rove beetles; distended minute rove beetle,暗纹隐翅甲属,Beetles,True,
Betacixius,none,贝菱蜡蝉属,Planthoppers,True,
Bindahara,sword-tailed flash; the plane; blue-bordered plane,金尾灰蝶; 金尾灰蝶属,Butterflies,True,
Brochymena,rough stink bugs; tree stink bugs; four-humped stink bug; arboreal stink bugs; rough stink bug,榆栎柳粗蝽,Bugs,True,
Carystus,lota skipper,none,Butterflies,True,
Cepora,caper gull; common gull; khasi lesser gull; dakhan common gull; lesser gull; sahyadri lesser gull; andaman lesser gull; orange gull; sulawesi gull; striped gull; yellow gull; timor gull,下黃白蝶; 园粉蝶属; 園粉蝶屬 (脈粉蝶屬); 淡紫粉蝶; 淡褐脈粉蝶; 青园粉蝶; 青園粉蝶; 黃裙圓粉蝶; 黃裙粉蝶; 黃裙脈粉蝶; 黃裳粉蝶; 黄裙园粉蝶; 黑脈園粉蝶; 黑脈園粉蝶 (黑脈粉蝶); 黑脈粉蝶; 黑脉园粉蝶,Butterflies,True,
Cerma,tufted bird-dropping moth; owl-eyed bird dropping moth,none,Moths,True,
Aconura,none,錐頂葉蟬屬; 铲叶蝉属,Leafhoppers,True,
Ancistroides,chocolate demon; gem demon; red demon,钩弄蝶属; 黑色钩弄蝶; 黑色钩弄蝶（大型亚种）,Butterflies,True,
Anomoea,clay-colored leaf beetle; claycolored leaf beetle; brick and black anomoea,none,Beetles,True,
Anoura,broad-toothed tailless bat; geoffroy's tailless bat; handley's tailless bat; tailed tailless bat; luis manuel's tailless bat; tube-lipped tailless bat; tailless bats; short-tailed leaf-nose bat; tube-lipped nectar bat; tube lipped nectar bat; ecuadorean tailless bat; cadena's tailless bat; peruvian tailless bat; tschudi's tailless bat,none,Bats,True,
Arethusana,false grayling; atlas grayling,阿勒眼蝶; 阿勒眼蝶属,Butterflies,True,
Attenuipyga,slender shovel-headed leafhopper,none,Leafhoppers,True,
Bagisara,straight lined mallow moth; wavy lined mallow moth; rapid mallow moth; straight-lined mallow moth; wavy-lined mallow moth,none,Moths,True,
Bizia,none,焦边尺蛾,Moths,True,
Brachygastra,mexican honey wasp; honey wasps; aztec honey wasp,短腹蜂属,Wasps,True,
